№,ID ЖК,Место Регион / РФ,+/-,Наименование ЖК,Регион,Адрес ЖК,Оценка ЕРЗ,Квартир в продаже,Класс,Этажность,Застройщик,Рейтинг ЕРЗ
179.0,24727292001.0,179/722,+1,ЖК Shift | https://erzrf.ru/novostroyki/zhk-shift-24727292001?regionKey=143443001&gkId=24727292001,г.Москва,"г.Москва, округ Южный, р-н Донской, ул.Орджоникидзе",38.4,96.0,элитный,дома повышенной этажности,ГК Пионер | https://erzrf.ru/zastroyschiki/brand/430031001?regionKey=0&organizationId=430031001,5.0
180.0,8836100001.0,180/727,+2,ЖК D1 | https://erzrf.ru/novostroyki/zhk-d1-8836100001?regionKey=143443001&gkId=8836100001,г.Москва,"г.Москва, округ Северный, р-н Тимирязевский, ш.Дмитровское",38.3,1.0,бизнес,высотные дома,MR Group | https://erzrf.ru/zastroyschiki/brand/430836001?regionKey=0&organizationId=430836001,3.0
181.0,24784875001.0,181/733,+2,ЖК Cityzen | https://erzrf.ru/novostroyki/zhk-cityzen-24784875001?regionKey=143443001&gkId=24784875001,г.Москва,"г.Москва, округ Северо-Западный, р-н Покровское-Стрешнево, ул.Вишнёвая",38.25,258.0,бизнес,высотные дома,MR Group | https://erzrf.ru/zastroyschiki/brand/430836001?regionKey=0&organizationId=430836001,3.0
182.0,18537453001.0,182/739,+2,ЖК Dream Towers | https://erzrf.ru/novostroyki/zhk-dream-towers-18537453001?regionKey=143443001&gkId=18537453001,г.Москва,"г.Москва, округ Южный, р-н Нагатинский Затон, пр-кт Андропова",38.15,138.0,бизнес,высотные дома,ТПУ Технопарк (Специализированный застройщик) | https://erzrf.ru/zastroyschiki/brand/18537238001?regionKey=0&organizationId=18537238001,н/р
183.0,3942447001.0,182/739,+2,ЖК Октябрьское поле | https://erzrf.ru/novostroyki/zhk-oktjabrskoe-pole-3942447001?regionKey=143443001&gkId=3942447001,г.Москва,"г.Москва, округ Северо-Западный, р-н Щукино, ул.Берзарина",38.15,101.0,комфорт,высотные дома,РГ-Девелопмент | https://erzrf.ru/zastroyschiki/brand/3136702001?regionKey=0&organizationId=3136702001,4.5
184.0,22058007001.0,184/746,+2,ЖК Дмитровское небо | https://erzrf.ru/novostroyki/zhk-dmitrovskoe-nebo-22058007001?regionKey=143443001&gkId=22058007001,г.Москва,"г.Москва, округ Северный, р-н Западное Дегунино, пр-д Ильменский",38.05,424.0,бизнес,дома повышенной этажности,Группа ЛСР | https://erzrf.ru/zastroyschiki/brand/429468001?regionKey=0&organizationId=429468001,5.0
185.0,21222120001.0,184/746,+2,ЖК Пресненский Вал 27 | https://erzrf.ru/novostroyki/zhk-presnenskij-val-27-21222120001?regionKey=143443001&gkId=21222120001,г.Москва,"г.Москва, округ Центральный, р-н Пресненский, ул.Пресненский Вал",38.05,185.0,комфорт,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
186.0,9420180001.0,186/752,+2,ЖК Balance Жилые кварталы | https://erzrf.ru/novostroyki/zhk-balance-zhilye-kvartaly-9420180001?regionKey=143443001&gkId=9420180001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Рязанский, пр-кт Рязанский",38.0,153.0,бизнес,высотные дома,ГК Главстрой | https://erzrf.ru/zastroyschiki/brand/1961151001?regionKey=0&organizationId=1961151001,1.5
187.0,4314232001.0,187/763,+2,ЖК Мещерский лес | https://erzrf.ru/novostroyki/zhk-meshherskij-les-4314232001?regionKey=143443001&gkId=4314232001,г.Москва,"г.Москва, округ Западный, р-н Солнцево, ш.Боровское",37.9,1.0,комфорт,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
188.0,4128131001.0,188/787,+2,ЖК Снегири Эко | https://erzrf.ru/novostroyki/zhk-snegiri-eko-4128131001?regionKey=143443001&gkId=4128131001,г.Москва,"г.Москва, округ Западный, р-н Раменки, ул.Минская",37.6,1.0,бизнес,многоэтажные дома,ГК Снегири | https://erzrf.ru/zastroyschiki/brand/2982857001?regionKey=0&organizationId=2982857001,н/р
189.0,21409028001.0,189/793,+4,ЖК AHEAD | https://erzrf.ru/novostroyki/zhk-ahead-21409028001?regionKey=143443001&gkId=21409028001,г.Москва,"г.Москва, округ Западный, р-н Филёвский Парк, ул.Василисы Кожиной",37.55,22.0,элитный,дома повышенной этажности,ГК VOSHOD | https://erzrf.ru/zastroyschiki/brand/21408629001?regionKey=0&organizationId=21408629001,1.0
190.0,18429593001.0,190/804,+5,ЖК ERA | https://erzrf.ru/novostroyki/zhk-derbenevskaja-20-18429593001?regionKey=143443001&gkId=18429593001,г.Москва,"г.Москва, округ Южный, р-н Даниловский, ул.Дербенёвская",37.45,147.0,элитный,высотные дома,TEKTA GROUP | https://erzrf.ru/zastroyschiki/brand/1390311001?regionKey=0&organizationId=1390311001,3.5
191.0,21009046001.0,191/809,+5,ЖК Кавказский бульвар 51 | https://erzrf.ru/novostroyki/zhk-kavkazskij-bulvar-51-21009046001?regionKey=143443001&gkId=21009046001,г.Москва,"г.Москва, округ Южный, р-н Царицыно, б-р Кавказский",37.35,169.0,эконом,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
192.0,13835573001.0,192/812,+5,ЖК Homecity | https://erzrf.ru/novostroyki/zhk-homecity-13835573001?regionKey=143443001&gkId=13835573001,г.Москва,"дер.Румянцево, округ Новомосковский",37.3,1.0,бизнес,многоэтажные дома,СЗ Дельта Ком | https://erzrf.ru/zastroyschiki/brand/13835011001?regionKey=0&organizationId=13835011001,2.0
193.0,14696096001.0,193/816,+6,ЖК Светлый мир СТАНЦИЯ Л | https://erzrf.ru/novostroyki/zhk-svetlyj-mir-stancija-l-14696096001?regionKey=143443001&gkId=14696096001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Люблино, ул.Люблинская",37.25,714.0,комфорт,высотные дома,Seven Suns Development | https://erzrf.ru/zastroyschiki/brand/2488380001?regionKey=0&organizationId=2488380001,0.5
194.0,11021045001.0,194/821,+7,ЖК КутузовGRAD II | https://erzrf.ru/novostroyki/zhk-kutuzovgrad-ii-11021045001?regionKey=143443001&gkId=11021045001,г.Москва,"г.Москва, округ Западный, р-н Можайский, ул.Петра Алексеева",37.15,120.0,бизнес,высотные дома,ГК ИНГРАД | https://erzrf.ru/zastroyschiki/brand/3955566001?regionKey=0&organizationId=3955566001,1.5
195.0,5597052001.0,194/821,+7,ЖК Римского-Корсакова 11 | https://erzrf.ru/novostroyki/zhk-rimskogo-korsakova-11-5597052001?regionKey=143443001&gkId=5597052001,г.Москва,"г.Москва, округ Северо-Восточный, р-н Отрадное, пр-д Высоковольтный",37.15,120.0,комфорт,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
196.0,15115673001.0,196/829,+7,ЖК Соседи 21/19 | https://erzrf.ru/novostroyki/zhk-sosedi-2119-15115673001?regionKey=143443001&gkId=15115673001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Рязанский, пр-кт Рязанский",37.1,2.0,комфорт,многоэтажные дома,СЗ ЖК 2/1 | https://erzrf.ru/zastroyschiki/brand/15115600001?regionKey=0&organizationId=15115600001,5.0
197.0,24218646001.0,197/832,+7,ЖК Level Нижегородская | https://erzrf.ru/novostroyki/zhk-level-nizhegorodskaja-24218646001?regionKey=143443001&gkId=24218646001,г.Москва,"г.Москва, округ Юго-Восточный, р-н Нижегородский, ш.Перовское",37.05,182.0,комфорт,высотные дома,Level Group | https://erzrf.ru/zastroyschiki/brand/6150430001?regionKey=0&organizationId=6150430001,4.5
198.0,9593170001.0,198/838,+7,ЖК Маршал | https://erzrf.ru/novostroyki/zhk-marshal-9593170001?regionKey=143443001&gkId=9593170001,г.Москва,"г.Москва, округ Северо-Западный, р-н Щукино, ул.Маршала Рыбалко",36.95,175.0,бизнес,многоэтажные дома,494 УНР | https://erzrf.ru/zastroyschiki/brand/9590573001?regionKey=0&organizationId=9590573001,н/р
199.0,5905965001.0,199/844,+7,ЖК Царев сад | https://erzrf.ru/novostroyki/zhk-carev-sad-5905965001?regionKey=143443001&gkId=5905965001,г.Москва,"г.Москва, округ Центральный, р-н Якиманка, наб.Софийская",36.9,15.0,элитный,среднеэтажные дома,Сбербанк Капитал | https://erzrf.ru/zastroyschiki/brand/5906285001?regionKey=0&organizationId=5906285001,н/р
200.0,21204811001.0,200/847,+7,ЖК Logos | https://erzrf.ru/novostroyki/zhk-logos-21204811001?regionKey=143443001&gkId=21204811001,г.Москва,"г.Москва, округ Южный, р-н Даниловский, ш.Подольское",36.85,13.0,бизнес,многоэтажные дома,СЗ ЛОГОС | https://erzrf.ru/zastroyschiki/brand/21204049001?regionKey=0&organizationId=21204049001,н/р
201.0,13405149001.0,201/858,+8,ЖК Will Towers | https://erzrf.ru/novostroyki/zhk-will-towers-13405149001?regionKey=143443001&gkId=13405149001,г.Москва,"г.Москва, округ Западный, р-н Раменки, ул.Минская",36.65,235.0,бизнес,высотные дома,УЭЗ | https://erzrf.ru/zastroyschiki/brand/7924542001?regionKey=0&organizationId=7924542001,0.5
202.0,15548105001.0,201/858,+8,ЖК Амурский парк | https://erzrf.ru/novostroyki/zhk-amurskij-park-15548105001?regionKey=143443001&gkId=15548105001,г.Москва,"г.Москва, округ Восточный, р-н Гольяново, ул.Амурская",36.65,219.0,эконом,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
203.0,2042225001.0,203/861,+8,ЖК Лайм | https://erzrf.ru/novostroyki/zhk-lajm-2042225001?regionKey=143443001&gkId=2042225001,г.Москва,"г.Москва, округ Северо-Восточный, р-н Алексеевский, ул.Староалексеевская",36.6,246.0,бизнес,высотные дома,ГК Высота | https://erzrf.ru/zastroyschiki/brand/8363823001?regionKey=0&organizationId=8363823001,н/р
204.0,18428791001.0,204/867,+8,ЖК Барклая 6 | https://erzrf.ru/novostroyki/zhk-barklaja-6-18428791001?regionKey=143443001&gkId=18428791001,г.Москва,"г.Москва, округ Западный, р-н Филёвский Парк, ул.Барклая",36.55,249.0,эконом,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
205.0,22031823001.0,204/867,+8,ЖК Новая Звезда-2 | https://erzrf.ru/novostroyki/zhk-novaja-zvezda-2-22031823001?regionKey=143443001&gkId=22031823001,г.Москва,"пос.Коммунарка, округ Новомосковский",36.55,80.0,комфорт,дома повышенной этажности,Концерн КРОСТ | https://erzrf.ru/zastroyschiki/brand/430109001?regionKey=0&organizationId=430109001,1.5
206.0,8400853001.0,206/887,+8,ЖК ЛЕНИНГРАДКА 58 | https://erzrf.ru/novostroyki/zhk-leningradka-58-8400853001?regionKey=143443001&gkId=8400853001,г.Москва,"г.Москва, округ Северный, р-н Головинский, ш.Ленинградское",36.35,3.0,бизнес,высотные дома,Группа ЛСР | https://erzrf.ru/zastroyschiki/brand/429468001?regionKey=0&organizationId=429468001,5.0
207.0,21811688001.0,207/907,+9,ЖК 1-й Нагатинский | https://erzrf.ru/novostroyki/zhk-1-j-nagatinskij-21811688001?regionKey=143443001&gkId=21811688001,г.Москва,"г.Москва, округ Южный, р-н Нагатино-Садовники, ул.Нагатинская",36.2,93.0,бизнес,высотные дома,СЗ Альфа | https://erzrf.ru/zastroyschiki/brand/21811464001?regionKey=0&organizationId=21811464001,н/р
208.0,23176383001.0,207/907,+9,ЖК Moments | https://erzrf.ru/novostroyki/zhk-moments-23176383001?regionKey=143443001&gkId=23176383001,г.Москва,"г.Москва, округ Северо-Западный, р-н Щукино, пр-д 3-й Красногорский",36.2,205.0,бизнес,высотные дома,ПИК | https://erzrf.ru/zastroyschiki/brand/429726001?regionKey=0&organizationId=429726001,4.0
